Claim Title	Claim	Verdict	Author	Domain
“Un singur lucru, în folosul lor: au pulverizat justiția, pentru a-i scăpa pe corupți, au adus în conducerea statului condamnați penal. 1.834 de criminali și 762 de violatori, eliberați cu recursul compensatoriu.	“Un singur lucru, în folosul lor: au pulverizat justiția, pentru a-i scăpa pe corupți, au adus în conducerea statului condamnați penal. 1.834 de criminali și 762 de violatori, eliberați cu recursul compensatoriu.	ADEVĂRAT	Rareș Bogdan	Justitie
În dimineața groazei când a izbucnit incendiul de la Matei Balș nu era nicio avarie în zonă, deci nu mai dați vina pe Firea și compania înființată de mine și echipa mea - Termoenergetica (...).Și prin care am reabilitat 270 km de conductă, ceea ce nu va face în 4 ani colegul dvs de la primărie.	În dimineața groazei când a izbucnit incendiul de la Matei Balș nu era nicio avarie în zonă, deci nu mai dați vina pe Firea și compania înființată de mine și echipa mea – Termoenergetica (…).Și prin care am reabilitat 270 km de conductă, ceea ce nu va face în 4 ani colegul dvs de la primărie.	TRUNCHIAT	Gabriela Firea	Politica
Oricine poate fi expulzat de pe teritoriul României dacă nu respectă legile şi Constituţia	Oricine poate fi cu uşurinţă expulzat în plin sejur de pe teritoriul României dacă nu respectă legile şi Constituţia României.	PARȚIAL FALS	Traian Băsescu	Politica
Fapte: 52 miliarde lei este valoarea împrumuturilor guvernului PNL de la învestire până acum. Este aceiași guvernare pe datorie ca in 2009 - 2010. (...) Un calcul simplu ne arată că: s-au împrumutat 300 milioane lei pe zi, mai mult și mai scump ca in timpul guvernării PSD. Ultima executie bugetară la martie 2020 arată cum cheltuielile cu dobanzile au crescut cu 12% (plus 383 milioane lei) în timpul guvernării PNL fata de guvernarea PSD. Chiar BNR dă de gol guvernarea PNL că se împrumută mai scump cu 12-15% față de acum 2 luni.	Fapte: 52 miliarde lei este valoarea împrumuturilor guvernului PNL de la învestire până acum. Este aceiași guvernare pe datorie ca in 2009 – 2010. (…) Un calcul simplu ne arată că: s-au împrumutat 300 milioane lei pe zi, mai mult și mai scump ca in timpul guvernării PSD. Ultima executie bugetară la martie 2020 arată cum cheltuielile cu dobanzile au crescut cu 12% (plus 383 milioane lei) în timpul guvernării PNL fata de guvernarea PSD. Chiar BNR dă de gol guvernarea PNL că se împrumută mai scump cu 12-15% față de acum 2 luni.	TRUNCHIAT	Ștefan Radu Oprea	Politica
În Monitorul Oficial al României tocmai ce s-a publicat OUG 100! Da, stimaţi concetăţeni, în numai 6 luni guvernul Orban a emis cel mai mare număr de OUG-uri văzut vreodată!	În Monitorul Oficial al României tocmai ce s-a publicat OUG 100! Da, stimaţi concetăţeni, în numai 6 luni guvernul Orban a emis cel mai mare număr de OUG-uri văzut vreodată!	FALS	Robert Cazanciuc	Politica
1.550 de lei. Cu salariul minim, și vreau să repet această valoare, nu va fi impus de guvern salariul minim de 2.000 de lei. Nu există așa ceva. Probabil dintr-o greșeală s-a tot rostogolit asta în spațiul public. Noi avem în program 1.450 în 2017, 1.550 anul viitor și 1.650, 1.750. La anul, poate printr-o nouă prezentare a sistemului de impozitare, salariul brut să fie egal cu cheltuiala totală a angajatorului, ceea ce înseamnă două noțiuni diferite. Dar, salariul minim, așa cum îl știe toată lumea, va crește cu 100 de lei.	1.550 de lei. Cu salariul minim, și vreau să repet această valoare, nu va fi impus de guvern salariul minim de 2.000 de lei. Nu există așa ceva. Probabil dintr-o greșeală s-a tot rostogolit asta în spațiul public. Noi avem în program 1.450 în 2017, 1.550 anul viitor și 1.650, 1.750. La anul, poate printr-o nouă prezentare a sistemului de impozitare, salariul brut să fie egal cu cheltuiala totală a angajatorului, ceea ce înseamnă două noțiuni diferite. Dar, salariul minim, așa cum îl știe toată lumea, va crește cu 100 de lei.	FALS	Liviu Dragnea	Economie
„Eu am fost acuzată de doamna Kovesi că l-am adus pe Lucian Bute să boxeze în ţara lui [...] nu am avut niciun avantaj din prezenţa lui la acea Gală de box, cunoscută ca Gala Bute. Singurul câştig pe care doamna Kovesi l-a identificat, au fost aplauzele pe care le-aş fi primit, adică imaginea bună pe care mi-aş fi făcut-o. Și am fost condamnată 6 ani cu executare pentru asta și s-a dispus de către un complet ilegal constituit (din care a făcut parte și domnul judecător Ionuț Matei) și confiscarea de la mine a unei sume egală cu suma plătita de ministerul pe care îl conduceam pentru promovarea României în timpul acestui meci de box!!!”	„Eu am fost acuzată de doamna Kovesi că l-am adus pe Lucian Bute să boxeze în ţara lui [...] nu am avut niciun avantaj din prezenţa lui la acea Gală de box, cunoscută ca Gala Bute. Singurul câştig pe care doamna Kovesi l-a identificat, au fost aplauzele pe care le-aş fi primit, adică imaginea bună pe care mi-aş fi făcut-o. Și am fost condamnată 6 ani cu executare pentru asta și s-a dispus de către un complet ilegal constituit (din care a făcut parte și domnul judecător Ionuț Matei) și confiscarea de la mine a unei sume egală cu suma plătita de ministerul pe care îl conduceam pentru promovarea României în timpul acestui meci de box!!!”	PARȚIAL FALS	Elena Udrea	Justitie
„Pe codul penal, pe ultima formă, a trecut un amendament, cel puțin de unul știu eu, de la opoziție. Dar, pentru care, eu o să mă bat să fie eliminat de nu se poate: criminalizarea cerșetoriei. Vă spun și al cui a fost. A fost al domnului Roman de la PNL. (...) Spunea că pentru cerșetorie nu mai poți primi amendă, primești direct închisoare. Este o o aberație și așa ceva nu trebuie să rămână.”	„Pe codul penal, pe ultima formă, a trecut un amendament, cel puțin de unul știu eu, de la opoziție. Dar, pentru care, eu o să mă bat să fie eliminat de nu se poate: criminalizarea cerșetoriei. Vă spun și al cui a fost. A fost al domnului Roman de la PNL. (...) Spunea că pentru cerșetorie nu mai poți primi amendă, primești direct închisoare. Este o o aberație și așa ceva nu trebuie să rămână.”	FALS	Petre Florin Manole	Justitie
Golăneala Guvernului PSD de astăzi a depășit orice limită. Nu trec nici măcar trei zile fără să dea o Ordonanță într-un domeniu sau altul.	Golăneala Guvernului PSD de astăzi a depășit orice limită. Nu trec nici măcar trei zile fără să dea o Ordonanță într-un domeniu sau altul. Nu este nici în spiritul Constituției, nu servește nici echilibrului democratic al puterilor în stat ca Guvernul să apeleze atât de des la ordonanțe de urgență. Ordonanțele de urgență, practic, și-au pierdut menirea esențială și au devenit, în timpul acestui accident regretabil al democrației, care este guvernarea PSD, un instrument folosit abuziv, în exces, eludând astfel orice control de constituționalitate înainte de intrarea în vigoare a Ordonanței. Trebuie să punem punct acestei practici și trebuie să o facem acum.	PARȚIAL ADEVĂRAT	Klaus Iohannis	Politica
Lucrurile arată foarte bine în economie în acest moment. Venitul crește, puterea de cumpărare a românilor crește.	Lucrurile arată foarte bine în economie în acest moment. Venitul crește, puterea de cumpărare a românilor crește.	ADEVĂRAT	Florin Cîțu	Economie
„Trebuie să existe dialog între putere și opoziție. Știți câte amendamente ale opoziției au trecut pentru codul penal sau pentru codul de procedură penală?  Zero! Ăsta este nivelul dialogului.”	„Trebuie să existe dialog între putere și opoziție. Știți câte amendamente ale opoziției au trecut pentru codul penal sau pentru codul de procedură penală?  Zero! Ăsta este nivelul dialogului.Pe codul de procedură penală știu că nu a trecut niciun amendament. De la USR nu a trecut niciun amendament la niciunul dintre cele două coduri. Practic dialogul nu este posibil în situația în care cineva are un interes personal și are puterea să influențeze legea ca să își urmărească acel interes.”	PARȚIAL FALS	Claudiu Năsui	Justitie
Decalajele dintre zonele României s-au adâncit în timp. Au apărut poli de competitivitate şi zone în care sărăcia s-a adâncit. În zona Bucureşti-Ilfov PIB-ul pe locuitor a depăşit media UE, ajungând la nivelul zonei Berlinului. Sunt însă regiuni, cum ar fi cele din sud şi est care sunt printre cele mai sărace din UE.	Decalajele dintre zonele României s-au adâncit în timp. Au apărut poli de competitivitate şi zone în care sărăcia s-a adâncit. În zona Bucureşti-Ilfov PIB-ul pe locuitor a depăşit media UE, ajungând la nivelul zonei Berlinului. Sunt însă regiuni, cum ar fi cele din sud şi est care sunt printre cele mai sărace din UE.	ADEVĂRAT	Mugur Isărescu	Economie
Legea bugetului este una dintre cele mai importante legi pentru orice țară. Are țara bani sau nu are? Legea bugetului e dincolo de orice poziție a premierului – dacă Legea bugetului nu este aprobată, se merge pe bugetul anului anterior.	Legea bugetului este una dintre cele mai importante legi pentru orice țară. Are țara bani sau nu are? Legea bugetului e dincolo de orice poziție a premierului – dacă Legea bugetului nu este aprobată, se merge pe bugetul anului anterior.	ADEVĂRAT	Ecaterina Andronescu	Politica
Programul de guvernare în baza căruia am stabilit aceste măsuri se bazează pe o serie de calcule economice amănunţite, la virgulă. Sigur că au intervenit anumite lucruri care ne-au dat anumite, mici planuri peste cap: decizia guvernului Cioloș de a introduce de la 1 ianuarie 2017 TVA-ul redus, de a anula taxa pe stâlp, de a anula acciza, a însemnat (sic!) un anumit minus de venituri.	Programul de guvernare în baza căruia am stabilit aceste măsuri se bazează pe o serie de  calcule economice amănunţite, la virgulă. Sigur că au intervenit anumite lucruri care ne-au dat anumite, mici planuri peste cap: decizia guvernului Cioloș de a introduce de la 1 ianuarie 2017 TVA-ul redus, de a anula taxa pe stâlp, de a anula acciza, a însemnat (sic!) un anumit minus de venituri.	FALS	Călin Popescu Tăriceanu	Politica
O datorie cât jumătate din PIB-ul României!	<<“Performanța” premierului dezertor Cîțu! O datorie cât jumătate din PIB-ul României! Cuvintele sunt de prisos! Priviți cifrele!>>	PARȚIAL ADEVĂRAT	Marius Budăi	Economie
(nr. legea responsabilității fiscale) anul trecut n-a fost același lucru?!(...) le readuc aminte, anul trecut tot în noiembrie cu o săptămână înainte(...) în același moment al anului trecut Parlamentul a dat o lege.	Ionuț Stroe: (…) în prag electoral, exact cum spunea colegul de la PSD, se întrec în “oferte otrăvite legislative în a oferi fel de fel de procente, fel de fel de măriri fără niciun fel de acoperire legală pentru că există o lege a responsabilității fiscale(…) Liviu Pop:(nr. legea responsabilității fiscale) anul trecut n-a fost același lucru?!(…) le readuc aminte, anul trecut tot în noiembrie cu o săptămână înainte(…) în același moment al anului trecut Parlamentul a dat o lege.	FALS	Liviu Pop	Politica
[...] la audieri nu e nevoie de cvorum - fiindcă nu se iau decizii.	[...] la audieri nu e nevoie de cvorum - fiindcă nu se iau decizii.	ADEVĂRAT	Iulian Bulai	Politica
Vreau să revin la ceea ce spuneam despre anii anteriori: de regulă, trimestrul I este un trimestru cu deficit, nu cu excedent. Faptul că nouă ni se indică un excedent în trimestrul I este un semn bun, este semn că noi suntem în linie cu proiecţiile noastre. De regulă, trimestrul I şi II aduc cam 40% din veniturile anuale şi 60% se colectează în trimestrul III şi IV, şi, în principal, trimestrul III este trimestru de vârf în colectarea bugetară - pentru că lucrurile trebuie privite în dinamică, nu putem să comparăm trimestrul I cu IV sau trimestrul I cu III. Dar tendinţa aceasta este: 40% în prima jumătate a anului, 60% în a doua jumătate a anului. Noi, acum, aşa cum indică datele operative, trimestrul I înseamnă o colectare undeva între 22-23% din veniturile proiectate anual.	Vreau să revin la ceea ce spuneam despre anii anteriori: de regulă, trimestrul I este un trimestru cu deficit, nu cu excedent. Faptul că nouă ni se indică un excedent în trimestrul I este un semn bun, este semn că noi suntem în linie cu proiecţiile noastre. De regulă, trimestrul I şi II aduc cam 40% din veniturile anuale şi 60% se colectează în trimestrul III şi IV, şi, în principal, trimestrul III este trimestru de vârf în colectarea bugetară - pentru că lucrurile trebuie privite în dinamică, nu putem să comparăm trimestrul I cu IV sau trimestrul I cu III. Dar tendinţa aceasta este: 40% în prima jumătate a anului, 60% în a doua jumătate a anului. Noi, acum, aşa cum indică datele operative, trimestrul I înseamnă o colectare undeva între 22-23% din veniturile proiectate anual.	FALS	Viorel Ştefan	Finante
Ca să se ajungă la o decizie de dezbatere în plen şi rezoluţie pentru România, trebuie mai întâi să treacă prin Comisia LIBE (Comisia pentru libertăţi civile, justiţie şi afaceri interne – n.r.). (...) Deci în plenară se ajunge, conform regulamentului, după ce în Comisia LIBE se aduc argumente de o parte şi de alta la subiectul respectiv şi Comisia decide dacă este de competenţa deja de plenară. Deci nu ştiu de ce a avansat acest lucru, pentru că nu cred că ştie domnul Mureşan (Siegfried Mureşan, europarlamentar PNL – n.r.) ce se va decide în Comisia LIBE din care dumnealui nu face parte.	Ca să se ajungă la o decizie de dezbatere în plen şi rezoluţie pentru România, trebuie mai întâi să treacă prin Comisia LIBE (Comisia pentru libertăţi civile, justiţie şi afaceri interne – n.r.). (…) Deci în plenară se ajunge, conform regulamentului, după ce în Comisia LIBE se aduc argumente de o parte şi de alta la subiectul respectiv şi Comisia decide dacă este de competenţa deja de plenară. Deci nu ştiu de ce a avansat acest lucru, pentru că nu cred că ştie domnul Mureşan (Siegfried Mureşan, europarlamentar PNL – n.r.) ce se va decide în Comisia LIBE din care dumnealui nu face parte.	FALS	Maria Grapini	Politica
"Astfel, numărul salariaților din economie este la maximul ultimelor două decenii – peste 5,5 milioane. Ei ne atacă, noi muncim! """	"Astfel, numărul salariaților din economie este la maximul ultimelor două decenii – peste 5,5 milioane. Ei ne atacă, noi muncim! """	TRUNCHIAT	Rovana Plumb	Economie
„ Odată cu ruperea acordului înainte de vreme, România nu va mai beneficia nici de cofinanţare de 5% la fonduri europene. Cofinanţarea va creşte la 15%.”	„Tot de mai bine de un an nu au mai fost agreate scrisori de intenţie, la finalul fiecărei misiuni. Circul şi scandalul caracteristic manierei de negociere a lui Victor Viorel Ponta au predominat şi în discuţiile cu experţii străini. Iar de pierdut au românii şi bugetul de stat. Pentru că odată cu ruperea acordului înainte de vreme, România nu va mai beneficia nici de cofinanţare de 5% la fonduri europene. Cofinanţarea va creşte la 15%. Asta înseamnă că statul va primi cu 10% mai puţini bani europeni pentru toate proiectele publice făcute pe bani UE. Cine credeţi că va acoperi diferenţa? Este vorba de milioane de euro. Asta în condiţiile în care oricum investiţiile în vremea guvernării Ponta au scăzut considerabil”.	PARȚIAL FALS	Cătălin Predoiu	Economie
"Am ajuns la o datorie externă de 50% din PIB""."	„Domnul Cîțu trebuie să plece categoric. Președintele ar fi trebuit să-i ceară demisia. Am ajuns la o datorie externă de 50% din PIB”.	FALS	Marcel Ciolacu	Economie
România are una dintre cele mai mici datorii publice guvernamentale din Uniunea Europeană.	România are una dintre cele mai mici datorii publice guvernamentale din Uniunea Europeană.	PARȚIAL ADEVĂRAT	Viorica Dăncilă	Economie
“În acest guvern nu există o singură persoană care să fi lucrat o secundă în sectorul privat. Nu avem oameni care să-și fi asumat un risc. La Ministrul Finanțelor, acest lucru se vede.	“În acest guvern nu există o singură persoană care să fi lucrat o secundă în sectorul privat. Nu avem oameni care să-și fi asumat un risc. La Ministrul Finanțelor, acest lucru se vede.	FALS	Florin Cîțu	Politica
„Toate crizele din prezent, precum inflația record, prețurile crescute la energie, au o singură cauză – războiul lui Putin împotriva Ucrainei. Problema nu este una românească, ci una globală”.	„Toate crizele din prezent, precum inflația record, prețurile crescute la energie, au o singură cauză – războiul lui Putin împotriva Ucrainei. Problema nu este una românească, ci una globală”.	TRUNCHIAT	Klaus Iohannis	Economie
„Astăzi socialiștii din PSD și ALDE cheltuie pe salarii, dobânzi, asistență socială și subvenții aproape... ATENȚIE.. 90% din ce încasează din venituri fiscale și contribuții.”	„Astăzi socialiștii din PSD și ALDE cheltuie pe salarii, dobânzi, asistență socială și subvenții aproape... ATENȚIE.. 90% din ce încasează din venituri fiscale și contribuții.”	ADEVĂRAT	Florin Cîțu	Economie
Din cauza CCR au fost închise peste 800 de dosare cu prejudicii totale de peste 4 miliarde de euro.	Din cauza CCR au fost închise peste 800 de dosare cu prejudicii totale de peste 4 miliarde de euro.	ADEVĂRAT	Cosette Chichirău	Justitie
De prin țară adunate: Primăria orașului Huedin a investit 120.000 euro pentru amenajarea unui WC public.	De prin țară adunate: Primăria orașului Huedin a investit 120.000 euro pentru amenajarea unui WC public.	ADEVĂRAT	Brigitte Clotilde Armand	Finante
„Vorbim de deficit mare începând cu anul 2020, când s-au scăpat frâiele deficitului, 2020 – mascat sub cheltuielile pentru pandemie, în fapt”.	„Eu aș spune că vorbim de deficit mare începând cu anul 2020, când s-au scăpat frâiele deficitului – mascat sub cheltuielile pentru pandemie (…) în fapt, cheltuieli care nu au făcut să ajute populația, ci să umple buzunarele unora. Un deficit de 9,6% pe cash”.	FALS	Adrian Câciu	Finante
Președintele României a chemat cei șase bărbați puternici de stat ca să dărâme guvernul. Au reușit. Toți cei șase, în frunte cu președintele Iohannis, erau cei care trebuiau să asigure majoritatea pentru formarea unui nou guvern. Au reușit.	Președintele României a chemat cei șase bărbați puternici de stat ca să dărâme guvernul. Au reușit. Toți cei șase, în frunte cu președintele Iohannis, erau cei care trebuiau să asigure majoritatea pentru formarea unui nou guvern. Au reușit.	FALS	Viorica Dăncilă	Politica
"„Ce este o veste foarte bună, este a doua rectificare, conform legii. Mi se pare că numai un guvern de dreapta, de tristă amintire din punctul meu de vedere, de opt luni de zile - a fost pentru prima oară când s-a încălcat legea și s-au făcut trei rectificări""."	"„Ce este o veste foarte bună, este a doua rectificare, conform legii. Mi se pare că numai un guvern de dreapta, de tristă amintire din punctul meu de vedere, de opt luni de zile - a fost pentru prima oară când s-a încălcat legea și s-au făcut trei rectificări""."	FALS	Marcel Ciolacu	Finante
În prezent, peste 7.000 de violatori, tâlhari și criminali umblă liberi pe străzile din România, iar peste 2.000 dintre aceștia sunt liberi pentru că au fost scoși din pușcărie din cauza Recursului Compensatoriu promovat de guvernele PSD - ALDE.	În prezent, peste 7.000 de violatori, tâlhari și criminali umblă liberi pe străzile din România, iar peste 2.000 dintre aceștia sunt liberi pentru că au fost scoși din pușcărie din cauza Recursului Compensatoriu promovat de guvernele PSD - ALDE.	PARȚIAL ADEVĂRAT	Hilde Brandl	Justitie
În primul rând, eu am fost condamnat pentru ceva de care nu am fost acuzat în rechizitoriu. Nu știu dacă mai există un caz în lume. Adică, ești trimis în judecată pentru că ai ucis un om, iar instanța spune că nu, nu e mort că l-a văzut că e viu.	În primul rând, eu am fost condamnat pentru ceva de care nu am fost acuzat în rechizitoriu. Nu știu dacă mai există un caz în lume. Adică, ești trimis în judecată pentru că ai ucis un om, iar instanța spune că nu, nu e mort că l-a văzut că e viu.	FALS	Liviu Dragnea	Justitie
„Să demontăm propaganda rusă. Am scris mai jos că România primeşte 3 miliarde de euro din partea UE pentru combaterea COVID19. Apoi, m-au întrebat mulţi cetăţeni care este suma pentru Franţa şi Germania. Iată: Franţa - 650 milioane euro şi Germania - 826 milioane euro. România - 3.079 milioane”	„Să demontăm propaganda rusă. Am scris mai jos că România primeşte 3 miliarde de euro din partea UE pentru combaterea COVID19. Apoi, m-au întrebat mulţi cetăţeni care este suma pentru Franţa şi Germania. Iată: Franţa - 650 milioane euro şi Germania - 826 milioane euro. România - 3.079 milioane”	PARȚIAL ADEVĂRAT	Brigitte Clotilde Armand	Externe
„Am reușit imposibilul. În aprilie 2020 am finanțat deficitul bugetar la o dobândă medie de 3.5% pe an în timp ce guvernul socialist în aprilie 2019 finanța deficitul bugetar la o dobândă medie de 4.5%. ”	„Am reușit imposibilul. În aprilie 2020 am finanțat deficitul bugetar la o dobândă medie de 3.5% pe an în timp ce guvernul socialist în aprilie 2019 finanța deficitul bugetar la o dobândă medie de 4.5%. ”	TRUNCHIAT	Florin Cîțu	Finante
Avocatul poporului nu a contestat niciodată nicio ordonanţă de urgentă a Guvernului. Nici când a fost vorba de interpretări abuzive în domeniul justiţiei, nici când a fost vorba de ordonanţa 13, nici când a fost vorba de drepturi exagerate, neconstituţionale, pentru minoritatea maghiară.	Până în prezent, Avocatul Poporului a demonstrat cum se poate compromite o instituţie a statului român. Avocatul poporului nu a contestat niciodată nicio ordonanţă de urgentă a Guvernului. Nici când a fost vorba de interpretări abuzive în domeniul justiţiei, nici când a fost vorba de ordonanţa 13, nici când a fost vorba de drepturi exagerate, neconstituţionale, pentru minoritatea maghiară.	PARȚIAL ADEVĂRAT	Eugen Tomac	Politica
[raționalizarea produselor de bază în cazul plafonării prețurilor] este un lucru care i „se pare normal”. „În Ungaria așa s-a făcut”.	[raționalizarea produselor de bază în cazul plafonării prețurilor] este un lucru care i „se pare normal”. „În Ungaria așa s-a făcut”.	TRUNCHIAT	Marcel Ciolacu	Economie
Sunt argumente beton(...) Veţi vedea câte texte din Constituţie, din diverse convenţii internaţionale sunt încălcate	Sunt argumente beton(…). Întrebat în ce fel va arăta sesizarea, dl Victor Ciorbea a răspuns că Veţi vedea câte texte din Constituţie, din diverse convenţii internaţionale sunt încălcate.	FALS	Victor Ciorbea	Politica
Tripleta Vâlcov – Teodorovici – Mişa pune în pericol plata salariilor şi pensiilor […] Datele oficiale la 7 luni confirmă că Guvernul a făcut un buget prost încă de la început şi de aceea are nevoie de o rectificare bugetară.	Tripleta Vâlcov – Teodorovici – Mişa pune în pericol plata salariilor şi pensiilor […] Datele oficiale la 7 luni confirmă că Guvernul a făcut un buget prost încă de la început şi de aceea are nevoie de o rectificare bugetară.	PARȚIAL ADEVĂRAT	Ionel Dancă	Finante
Ministrul Finanțelor de la PNL a crescut taxele și impozitele de trei ori în 12 luni	Ministrul Finanțelor de la PNL a crescut taxele și impozitele de trei ori în 12 luni	PARȚIAL ADEVĂRAT	Ionuț Moșteanu	Finante
Știați că: Elitele globaliste își construiesc buncăre?	„Stăm în mijlocul xPoint, cea mai mare comunitate de supraviețuire din lume, cu 575 de buncăre răspândite pe 28 km pătrați de teren. Practic, construim un oraș. Are trei sferturi din dimensiunea Manhattanului. Guvernul știe multe lucruri pe care nu ni le spune. Au construit buncăre subterane adânci în America, Europa, Rusia și China, pregătindu-se pentru ceva despre care știu că va veni. Dar ne-au spus despre asta? Nu. De ce? Pentru că guvernul nu vă poate spune despre o problemă pentru care nu este o soluție sau pe care nu o pot oferi. Acest lucru ar crea un colaps economic și social total”.	FALS	Ciprian Ciubuc	Externe
„Noi am luat totuși măsurile pe energie. Știți, și ştiu românii că niciun stat n-a luat măsurile pe energie cum le-am luat noi? Cu plafonarea prețurilor la energie?”.	„Acest euroscepticism are ca şi cauză lipsa de viteză în reacţiile Uniunii Europene asupra problemelor cu care s-a confruntat populaţia europeană. Nu discutăm de euroscepticism doar în România, este mult mai manifest în ţări puternic dezvoltate din Europa. De ce? Pentru că anumite elemente stabilite la Bruxelles n-au coincis cu dorinţele statelor.  Trebuie o mai mare deschidere către dialog, o flexibilitate şi o viteză de reacţie. Vă dau un exemplu. Noi am luat totuşi măsurile pe energie. Știți, și ştiu romanii că niciun stat n-a luat măsurile pe energie cum le-am luat noi? Cu plafonarea prețurilor la energie?”.	FALS	Adrian Câciu	Energie
Domnul preşedinte e obligat să pună în aplicare decizia. În cazul în care nu o va face, Constituţia spune mai departe ce e de făcut. Eu cred că următorul pas este o notificare din partea Ministerului Justiţiei să pună în aplicare acea hotărâre şi, dacă nu o va face, inclusiv e penal.	Domnul preşedinte e obligat să pună în aplicare decizia. În cazul în care nu o va face, (…) Constituţia spune mai departe ce e de făcut. Eu cred că următorul pas este o notificare din partea Ministerului Justiţiei să pună în aplicare acea hotărâre şi, dacă nu o va face, inclusiv e penal. Ministrul Justiţiei poate să notifice pe oricine nu pune în aplicare o hotărâre. (…) Domnul preşedinte al Românei nu este rege, nu este Carol, nu este Ferdinand. Este preşedinte democrat şi deci trebuie să o pună în aplicare. Nu pui în aplicare o hotărâre judecătorească definitivă, orice şef de instituţie – preşedinte, şef de cameră, prim-ministru – se aplică legea penală. (…) Oricine în ţara asta trebuie să respecte legea. 	FALS	Niculae Bădălău	Politica
"Suntem una dintre singurele state (sic!) din Uniunea Europeană care n-am intrat în recesiune""."	„Suntem una dintre singurele state din Uniunea Europeană care n-am intrat în recesiune. De ce nu am intrat? Pentru că tot deficitul l-am dus pe investiţii, nu pe consum. Dacă vrem din nou să redirecţionăm toţi banii pe consum, România se prăbuşeşte. Am ajuns la un echilibru”.	FALS	Marcel Ciolacu	Economie
Germania a rămas cel mai important partener comercial pentru România, este pe primul loc, cu creșteri constante de peste 10% în ultimii ani. Este notabil și cred că arată că suntem nu doar apropiați politic, ci suntem apropiați și economic.	Germania a rămas cel mai important partener comercial pentru România, este pe primul loc, cu creșteri constante de peste 10% în ultimii ani. Este notabil și cred că arată că suntem nu doar apropiați politic, ci suntem apropiați și economic.	ADEVĂRAT	Klaus Iohannis	Economie
Secția pentru magistraţi a fost scoasă de sub DNA cu acordul CSM.	Secția pentru magistraţi a fost scoasă de sub DNA cu acordul CSM.	ADEVĂRAT	Mihai Fifor	Justitie
„Comparativ cu luna iunie 2018, în luna iunie 2019 s-au înregistrat scumpiri cu 5% la alimente, cu aproape 3% la produsele nealimentare și cu 4,2% la servicii. Astfel, cele mai mari creșteri s-au înregistrat la cartofi, cu 37,3%, la legume cu 14%, la fructe cu 15%, la combustibil cu 4,6%.”	„Comparativ cu luna iunie 2018, în luna iunie 2019 s-au înregistrat scumpiri cu 5% la alimente, cu aproape 3% la produsele nealimentare și cu 4,2% la servicii. Astfel, cele mai mari creșteri s-au înregistrat la cartofi, cu 37,3%, la legume cu 14%, la fructe cu 15%, la combustibil cu 4,6%.”	PARȚIAL ADEVĂRAT	Daniel Buda	Economie
Cea de-a doua măsură, cea care vizează Legea 254 privind executarea pedepselor, este o inițiativă a vechiului Guvern pe care am aranjat-o și am pus-o în concordanță cu conducerea ANP, astfel încât să poată să fie ușor aplicată.	Cea de-a doua măsură, cea care vizează Legea 254 privind executarea pedepselor, este o inițiativă a vechiului Guvern pe care am aranjat-o și am pus-o în concordanță cu conducerea ANP, astfel încât să poată să fie ușor aplicată.	ADEVĂRAT	Florin Iordache	Justitie
mie mi se pare incredibil ca un om la 50 de ani, când este în cel mai înalt punct…adică din punct de vedere profesional, să iasă la pensie în condițiile în care dacă te uiți, în țările civilizate am văzut judecători care sunt și la 70 de ani (la serviciu), dacă vă uitați în Statele Unite.	mie mi se pare incredibil ca un om la 50 de ani, când este în cel mai înalt punct…adică din punct de vedere profesional, să iasă la pensie în condițiile în care dacă te uiți, în țările civilizate am văzut judecători care sunt și la 70 de ani (la serviciu), dacă vă uitați în Statele Unite.	ADEVĂRAT	Elena Lasconi	Justitie
Guvernul PSD a fost atenționat de Comisia Europeană încă din primăvara anului 2017 despre depășirea plafonului de deficit bugetar.	Guvernul PSD a fost atenționat de Comisia Europeană încă din primăvara anului 2017 despre depășirea plafonului de deficit bugetar.	TRUNCHIAT	Dacian Cioloș	Economie
„În acest moment, investițiile sunt pe un record istoric. În primele 4 luni sunt 35 de miliarde deja. Lucrul acesta nu s-a întâmplat, în România, să mergem într-un ritm atât de rapid cu investițiile. Avem partea de atragere de fonduri europene, vechiul cadru financiar multianual s-a încheiat peste 98 %, ceva în jurul acestei cifre. Părea imposibil înainte de guvernarea PSD-PNL să ne gândim că România va obține astfel de cifre în ceea ce privește absorbția de fonduri europene”.	„În acest moment, investițiile sunt pe un record istoric. În primele 4 luni sunt 35 de miliarde deja. Lucrul acesta nu s-a întâmplat, în România, să mergem într-un ritm atât de rapid cu investițiile. Avem partea de atragere de fonduri europene, vechiul cadru financiar multianual s-a încheiat peste 98 %, ceva în jurul acestei cifre. Părea imposibil înainte de guvernarea PSD-PNL să ne gândim că România va obține astfel de cifre în ceea ce privește absorbția de fonduri europene”.	PARȚIAL ADEVĂRAT	Ștefan Radu Oprea	Economie
Aproape 20% dintre parlamentarii care au intrat în Parlament în 2016 pe lista unui partid între timp au trecut la alte partide sau sunt independenți sau neafiliați.	Aproape 20% dintre parlamentarii care au intrat în Parlament în 2016 pe lista unui partid între timp au trecut la alte partide sau sunt independenți sau neafiliați.	PARȚIAL ADEVĂRAT	Florin Roman	Politica
